Column1,ID,CID,QID,RID,EID,AID,Country,Question Text,Question Text (Short),Response,Education,Age,Weighted Mean,Cat ID,Category,Question Context
8624,8624,38,8,5,1,4,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Big business,All Education,36 to 59,9,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8625,8625,38,8,6,1,4,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The European Union (EU),All Education,36 to 59,0,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8626,8626,38,8,1000,1,4,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Don't know,All Education,36 to 59,51,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8691,8691,38,8,1,1,5,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Government,All Education,60 plus,15,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8692,8692,38,8,2,1,5,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The United Nations,All Education,60 plus,9,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8693,8693,38,8,3,1,5,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Campaigners and activists,All Education,60 plus,10,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8694,8694,38,8,4,1,5,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Faith and community leaders,All Education,60 plus,2,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8695,8695,38,8,5,1,5,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Big business,All Education,60 plus,9,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8696,8696,38,8,6,1,5,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The European Union (EU),All Education,60 plus,0,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8697,8697,38,8,1000,1,5,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Don't know,All Education,60 plus,55,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8762,8762,38,8,1,4,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Government,12 to 19,All Ages,17,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8763,8763,38,8,2,4,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The United Nations,12 to 19,All Ages,8,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8764,8764,38,8,3,4,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Campaigners and activists,12 to 19,All Ages,8,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8765,8765,38,8,4,4,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Faith and community leaders,12 to 19,All Ages,4,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8766,8766,38,8,5,4,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Big business,12 to 19,All Ages,7,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8767,8767,38,8,6,4,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The European Union (EU),12 to 19,All Ages,0,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8768,8768,38,8,1000,4,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Don't know,12 to 19,All Ages,55,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8833,8833,38,8,1,5,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Government,20 or over,All Ages,17,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8834,8834,38,8,2,5,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The United Nations,20 or over,All Ages,12,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8835,8835,38,8,3,5,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Campaigners and activists,20 or over,All Ages,11,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8836,8836,38,8,4,5,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Faith and community leaders,20 or over,All Ages,2,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8837,8837,38,8,5,5,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Big business,20 or over,All Ages,11,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8838,8838,38,8,6,5,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The European Union (EU),20 or over,All Ages,0,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8839,8839,38,8,1000,5,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Don't know,20 or over,All Ages,47,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8904,8904,38,8,1,3,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Government,Under 12,All Ages,NA,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8905,8905,38,8,2,3,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The United Nations,Under 12,All Ages,NA,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8906,8906,38,8,3,3,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Campaigners and activists,Under 12,All Ages,NA,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8907,8907,38,8,4,3,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Faith and community leaders,Under 12,All Ages,NA,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8908,8908,38,8,5,3,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Big business,Under 12,All Ages,NA,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8909,8909,38,8,6,3,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,The European Union (EU),Under 12,All Ages,NA,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
8910,8910,38,8,1000,3,1,Japan,"In your country, who do you think has had the most impact addressing climate change?",Who has had most impact,Don't know,Under 12,All Ages,NA,2,Peoples' stocktake,We asked people who they think has had the most influence over addressing climate change in their country to see who they think is responsible for delivering action.
35158,35158,39,6,1,1,1,Jordan,How well is your country addressing climate change?,Country performance,Very well,All Education,All Ages,28,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35159,35159,39,6,2,1,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,All Education,All Ages,29,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35160,35160,39,6,3,1,1,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,All Education,All Ages,14,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35161,35161,39,6,4,1,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,All Education,All Ages,8,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35162,35162,39,6,5,1,1,Jordan,How well is your country addressing climate change?,Country performance,Very badly,All Education,All Ages,5,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35163,35163,39,6,1000,1,1,Jordan,How well is your country addressing climate change?,Country performance,Don't know,All Education,All Ages,15,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35371,35371,39,6,1,1,2,Jordan,How well is your country addressing climate change?,Country performance,Very well,All Education,Under 18,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35372,35372,39,6,2,1,2,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,All Education,Under 18,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35373,35373,39,6,3,1,2,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,All Education,Under 18,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35374,35374,39,6,4,1,2,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,All Education,Under 18,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35375,35375,39,6,5,1,2,Jordan,How well is your country addressing climate change?,Country performance,Very badly,All Education,Under 18,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35376,35376,39,6,1000,1,2,Jordan,How well is your country addressing climate change?,Country performance,Don't know,All Education,Under 18,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35442,35442,39,6,1,1,3,Jordan,How well is your country addressing climate change?,Country performance,Very well,All Education,18 to 35,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35443,35443,39,6,2,1,3,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,All Education,18 to 35,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35444,35444,39,6,3,1,3,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,All Education,18 to 35,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35445,35445,39,6,4,1,3,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,All Education,18 to 35,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35446,35446,39,6,5,1,3,Jordan,How well is your country addressing climate change?,Country performance,Very badly,All Education,18 to 35,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35447,35447,39,6,1000,1,3,Jordan,How well is your country addressing climate change?,Country performance,Don't know,All Education,18 to 35,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35513,35513,39,6,1,1,4,Jordan,How well is your country addressing climate change?,Country performance,Very well,All Education,36 to 59,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35514,35514,39,6,2,1,4,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,All Education,36 to 59,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35515,35515,39,6,3,1,4,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,All Education,36 to 59,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35516,35516,39,6,4,1,4,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,All Education,36 to 59,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35517,35517,39,6,5,1,4,Jordan,How well is your country addressing climate change?,Country performance,Very badly,All Education,36 to 59,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35518,35518,39,6,1000,1,4,Jordan,How well is your country addressing climate change?,Country performance,Don't know,All Education,36 to 59,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35584,35584,39,6,1,1,5,Jordan,How well is your country addressing climate change?,Country performance,Very well,All Education,60 plus,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35585,35585,39,6,2,1,5,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,All Education,60 plus,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35586,35586,39,6,3,1,5,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,All Education,60 plus,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35587,35587,39,6,4,1,5,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,All Education,60 plus,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35588,35588,39,6,5,1,5,Jordan,How well is your country addressing climate change?,Country performance,Very badly,All Education,60 plus,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35589,35589,39,6,1000,1,5,Jordan,How well is your country addressing climate change?,Country performance,Don't know,All Education,60 plus,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35655,35655,39,6,1,4,1,Jordan,How well is your country addressing climate change?,Country performance,Very well,12 to 19,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35656,35656,39,6,2,4,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,12 to 19,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35657,35657,39,6,3,4,1,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,12 to 19,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35658,35658,39,6,4,4,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,12 to 19,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35659,35659,39,6,5,4,1,Jordan,How well is your country addressing climate change?,Country performance,Very badly,12 to 19,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35660,35660,39,6,1000,4,1,Jordan,How well is your country addressing climate change?,Country performance,Don't know,12 to 19,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35726,35726,39,6,1,5,1,Jordan,How well is your country addressing climate change?,Country performance,Very well,20 or over,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35727,35727,39,6,2,5,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,20 or over,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35728,35728,39,6,3,5,1,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,20 or over,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35729,35729,39,6,4,5,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,20 or over,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35730,35730,39,6,5,5,1,Jordan,How well is your country addressing climate change?,Country performance,Very badly,20 or over,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35731,35731,39,6,1000,5,1,Jordan,How well is your country addressing climate change?,Country performance,Don't know,20 or over,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35797,35797,39,6,1,2,1,Jordan,How well is your country addressing climate change?,Country performance,Very well,Never Attended,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35798,35798,39,6,2,2,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,Never Attended,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35799,35799,39,6,3,2,1,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,Never Attended,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35800,35800,39,6,4,2,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,Never Attended,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35801,35801,39,6,5,2,1,Jordan,How well is your country addressing climate change?,Country performance,Very badly,Never Attended,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35802,35802,39,6,1000,2,1,Jordan,How well is your country addressing climate change?,Country performance,Don't know,Never Attended,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35868,35868,39,6,1,3,1,Jordan,How well is your country addressing climate change?,Country performance,Very well,Under 12,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35869,35869,39,6,2,3,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat well,Under 12,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35870,35870,39,6,3,3,1,Jordan,How well is your country addressing climate change?,Country performance,Neither well nor badly,Under 12,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35871,35871,39,6,4,3,1,Jordan,How well is your country addressing climate change?,Country performance,Somewhat badly,Under 12,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35872,35872,39,6,5,3,1,Jordan,How well is your country addressing climate change?,Country performance,Very badly,Under 12,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35873,35873,39,6,1000,3,1,Jordan,How well is your country addressing climate change?,Country performance,Don't know,Under 12,All Ages,NA,2,Peoples' stocktake,Countries have made some progress to date to tackle climate change. We asked if people think their country has done enough.
35164,35164,39,7,1,1,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very well,All Education,All Ages,18,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35165,35165,39,7,2,1,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat well,All Education,All Ages,25,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35166,35166,39,7,3,1,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Neither well nor badly,All Education,All Ages,8,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35167,35167,39,7,4,1,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat badly,All Education,All Ages,4,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35168,35168,39,7,5,1,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very badly,All Education,All Ages,8,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35169,35169,39,7,1000,1,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Don't know,All Education,All Ages,37,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35377,35377,39,7,1,1,2,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very well,All Education,Under 18,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35378,35378,39,7,2,1,2,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat well,All Education,Under 18,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35379,35379,39,7,3,1,2,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Neither well nor badly,All Education,Under 18,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35380,35380,39,7,4,1,2,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat badly,All Education,Under 18,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35381,35381,39,7,5,1,2,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very badly,All Education,Under 18,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35382,35382,39,7,1000,1,2,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Don't know,All Education,Under 18,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35448,35448,39,7,1,1,3,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very well,All Education,18 to 35,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35449,35449,39,7,2,1,3,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat well,All Education,18 to 35,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35450,35450,39,7,3,1,3,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Neither well nor badly,All Education,18 to 35,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35451,35451,39,7,4,1,3,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat badly,All Education,18 to 35,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35452,35452,39,7,5,1,3,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very badly,All Education,18 to 35,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35453,35453,39,7,1000,1,3,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Don't know,All Education,18 to 35,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35519,35519,39,7,1,1,4,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very well,All Education,36 to 59,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35520,35520,39,7,2,1,4,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat well,All Education,36 to 59,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35521,35521,39,7,3,1,4,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Neither well nor badly,All Education,36 to 59,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35522,35522,39,7,4,1,4,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat badly,All Education,36 to 59,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35523,35523,39,7,5,1,4,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very badly,All Education,36 to 59,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35524,35524,39,7,1000,1,4,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Don't know,All Education,36 to 59,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35590,35590,39,7,1,1,5,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very well,All Education,60 plus,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35591,35591,39,7,2,1,5,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat well,All Education,60 plus,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35592,35592,39,7,3,1,5,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Neither well nor badly,All Education,60 plus,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35593,35593,39,7,4,1,5,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat badly,All Education,60 plus,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35594,35594,39,7,5,1,5,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very badly,All Education,60 plus,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35595,35595,39,7,1000,1,5,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Don't know,All Education,60 plus,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35661,35661,39,7,1,4,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very well,12 to 19,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35662,35662,39,7,2,4,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat well,12 to 19,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35663,35663,39,7,3,4,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Neither well nor badly,12 to 19,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35664,35664,39,7,4,4,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat badly,12 to 19,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35665,35665,39,7,5,4,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very badly,12 to 19,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35666,35666,39,7,1000,4,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Don't know,12 to 19,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35732,35732,39,7,1,5,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Very well,20 or over,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
35733,35733,39,7,2,5,1,Jordan,How well are big businesses addressing climate change?,Big businesses performance,Somewhat well,20 or over,All Ages,NA,2,Peoples' stocktake,"Big businesses across the world are being asked by governments, customers and civil society to think about their impact on the environment. How do people think they’re doing? "
